Commodity,Date,Unit,Minimum,Maximum,Average
Banana,2023-06-11,Dozen,97,143,120
Pomegranate,2023-06-11,Kg,291,375,333
Orange(Nepali),2023-06-11,Kg,87,153,120
Papaya(Indian),2023-06-11,Kg,87,121,104
Tomato Big(Nepali),2023-06-12,Kg,43,62,52
Tomato Small(Local),2023-06-12,Kg,31,53,42
Potato Red,2023-06-12,Kg,51,76,63
Potato White,2023-06-12,Kg,43,62,52
Onion Dry (Indian),2023-06-12,Kg,61,101,81
Carrot(Local),2023-06-12,Kg,85,134,109
Cabbage(Local),2023-06-12,Kg,34,54,44
Cauliflower Local,2023-06-12,Kg,57,81,69
Raddish White(Local),2023-06-12,Kg,22,37,29
Brinjal Long,2023-06-12,Kg,50,70,60
Cow pea(Long),2023-06-12,Kg,77,108,92
Green Peas,2023-06-12,Kg,124,153,138
French Bean(Local),2023-06-12,Kg,67,100,83
Bitter Gourd,2023-06-12,Kg,83,126,104
Bottle Gourd,2023-06-12,Kg,46,61,53
Pointed Gourd(Local),2023-06-12,Kg,58,93,75
Snake Gourd,2023-06-12,Kg,48,84,66
Sponge Gourd,2023-06-12,Kg,65,96,80
Pumpkin,2023-06-12,Kg,40,53,46
Squash(Long),2023-06-12,Kg,42,71,56
Okra,2023-06-12,Kg,69,95,82
Arum,2023-06-12,Kg,59,89,74
Barela,2023-06-12,Kg,39,56,47
Radish Red,2023-06-12,Kg,30,47,38
Mushroom(Button),2023-06-12,Kg,400,488,444
Mushroom(Kanya),2023-06-12,Kg,162,239,200
Spinach Leaf,2023-06-12,Kg,89,129,109
Mustard Leaf,2023-06-12,Kg,40,70,55
Coriander,2023-06-12,Kg,161,295,228
Garlic Dry Nepali,2023-06-12,Kg,230,305,267
Garlic Dry Chinese,2023-06-12,Kg,250,371,310
Ginger,2023-06-12,Kg,158,230,194
Chilly Green,2023-06-12,Kg,87,130,108
Capsicum,2023-06-12,Kg,98,144,121
Cucumber(Local),2023-06-12,Kg,68,93,80
Apple(Jholey),2023-06-12,Kg,167,259,213
Banana,2023-06-12,Dozen,96,149,122
Pomegranate,2023-06-12,Kg,254,399,326
Orange(Nepali),2023-06-12,Kg,89,154,121
Papaya(Indian),2023-06-12,Kg,88,116,102
Tomato Big(Nepali),2023-06-13,Kg,45,69,57
Tomato Small(Local),2023-06-13,Kg,33,54,43
Potato Red,2023-06-13,Kg,54,75,64
Potato White,2023-06-13,Kg,40,61,50
Onion Dry (Indian),2023-06-13,Kg,59,106,82
Carrot(Local),2023-06-13,Kg,88,114,101
Cabbage(Local),2023-06-13,Kg,30,49,39
Cauliflower Local,2023-06-13,Kg,54,89,71
Raddish White(Local),2023-06-13,Kg,20,35,27
Brinjal Long,2023-06-13,Kg,50,68,59
Cow pea(Long),2023-06-13,Kg,77,106,91
Green Peas,2023-06-13,Kg,137,173,155
French Bean(Local),2023-06-13,Kg,64,97,80
Bitter Gourd,2023-06-13,Kg,87,123,105
Bottle Gourd,2023-06-13,Kg,38,70,54
Pointed Gourd(Local),2023-06-13,Kg,64,95,79
Snake Gourd,2023-06-13,Kg,55,83,69
Sponge Gourd,2023-06-13,Kg,65,101,83
Pumpkin,2023-06-13,Kg,38,56,47
Squash(Long),2023-06-13,Kg,41,73,57
Okra,2023-06-13,Kg,67,105,86
Arum,2023-06-13,Kg,59,91,75
Barela,2023-06-13,Kg,42,65,53
Radish Red,2023-06-13,Kg,32,45,38
Mushroom(Button),2023-06-13,Kg,345,496,420
Mushroom(Kanya),2023-06-13,Kg,168,220,194
Spinach Leaf,2023-06-13,Kg,102,127,114
Mustard Leaf,2023-06-13,Kg,45,70,57
Coriander,2023-06-13,Kg,173,258,215
Garlic Dry Nepali,2023-06-13,Kg,208,313,260
Garlic Dry Chinese,2023-06-13,Kg,270,331,300
Ginger,2023-06-13,Kg,167,233,200
Chilly Green,2023-06-13,Kg,93,133,113
Capsicum,2023-06-13,Kg,96,169,132
Cucumber(Local),2023-06-13,Kg,63,102,82
Apple(Jholey),2023-06-13,Kg,170,301,235
Banana,2023-06-13,Dozen,110,161,135
Pomegranate,2023-06-13,Kg,256,384,320
Orange(Nepali),2023-06-13,Kg,92,151,121
Papaya(Indian),2023-06-13,Kg,79,122,100
Tomato Big(Nepali),2023-06-14,Kg,39,69,54
Tomato Small(Local),2023-06-14,Kg,31,53,42
Potato Red,2023-06-14,Kg,49,74,61
Potato White,2023-06-14,Kg,46,59,52
Onion Dry (Indian),2023-06-14,Kg,60,93,76
Carrot(Local),2023-06-14,Kg,86,123,104
Cabbage(Local),2023-06-14,Kg,33,49,41
Cauliflower Local,2023-06-14,Kg,49,88,68
Raddish White(Local),2023-06-14,Kg,22,37,29
Brinjal Long,2023-06-14,Kg,51,69,60
Cow pea(Long),2023-06-14,Kg,72,101,86
Green Peas,2023-06-14,Kg,128,156,142
French Bean(Local),2023-06-14,Kg,59,100,79
Bitter Gourd,2023-06-14,Kg,85,127,106
Bottle Gourd,2023-06-14,Kg,40,67,53
Pointed Gourd(Local),2023-06-14,Kg,61,94,77
Snake Gourd,2023-06-14,Kg,51,74,62
Sponge Gourd,2023-06-14,Kg,59,91,75
Pumpkin,2023-06-14,Kg,36,59,47
Squash(Long),2023-06-14,Kg,45,62,53
Okra,2023-06-14,Kg,70,109,89
Arum,2023-06-14,Kg,62,86,74
Barela,2023-06-14,Kg,41,56,48
Radish Red,2023-06-14,Kg,31,51,41
Mushroom(Button),2023-06-14,Kg,366,487,426
Mushroom(Kanya),2023-06-14,Kg,170,208,189
Spinach Leaf,2023-06-14,Kg,96,142,119
Mustard Leaf,2023-06-14,Kg,44,72,58
Coriander,2023-06-14,Kg,147,259,203
Garlic Dry Nepali,2023-06-14,Kg,222,282,252
Garlic Dry Chinese,2023-06-14,Kg,283,373,328
Ginger,2023-06-14,Kg,160,264,212
Chilly Green,2023-06-14,Kg,78,132,105
Capsicum,2023-06-14,Kg,115,148,131
Cucumber(Local),2023-06-14,Kg,69,97,83
Apple(Jholey),2023-06-14,Kg,149,271,210
Banana,2023-06-14,Dozen,98,150,124
Pomegranate,2023-06-14,Kg,276,423,349
Orange(Nepali),2023-06-14,Kg,87,137,112
Papaya(Indian),2023-06-14,Kg,85,117,101
Tomato Big(Nepali),2023-06-15,Kg,40,64,52
Tomato Small(Local),2023-06-15,Kg,31,56,43
Potato Red,2023-06-15,Kg,57,77,67
Potato White,2023-06-15,Kg,44,65,54
Onion Dry (Indian),2023-06-15,Kg,65,104,84
Carrot(Local),2023-06-15,Kg,85,116,100
Cabbage(Local),2023-06-15,Kg,32,46,39
Cauliflower Local,2023-06-15,Kg,48,80,64
Raddish White(Local),2023-06-15,Kg,22,41,31
Brinjal Long,2023-06-15,Kg,49,69,59
Cow pea(Long),2023-06-15,Kg,72,106,89
Green Peas,2023-06-15,Kg,124,159,141
French Bean(Local),2023-06-15,Kg,66,97,81
Bitter Gourd,2023-06-15,Kg,84,121,102
Bottle Gourd,2023-06-15,Kg,42,61,51
Pointed Gourd(Local),2023-06-15,Kg,57,106,81
Snake Gourd,2023-06-15,Kg,47,70,58
Sponge Gourd,2023-06-15,Kg,67,92,79
Pumpkin,2023-06-15,Kg,40,51,45
Squash(Long),2023-06-15,Kg,45,63,54
Okra,2023-06-15,Kg,71,108,89
Arum,2023-06-15,Kg,62,87,74
Barela,2023-06-15,Kg,43,59,51
Radish Red,2023-06-15,Kg,32,50,41
Mushroom(Button),2023-06-15,Kg,395,539,467
Mushroom(Kanya),2023-06-15,Kg,147,213,180
Spinach Leaf,2023-06-15,Kg,103,140,121
Mustard Leaf,2023-06-15,Kg,41,70,55
Coriander,2023-06-15,Kg,156,265,210
Garlic Dry Nepali,2023-06-15,Kg,212,296,254
Garlic Dry Chinese,2023-06-15,Kg,270,370,320
Ginger,2023-06-15,Kg,162,242,202
Chilly Green,2023-06-15,Kg,91,123,107
Capsicum,2023-06-15,Kg,111,160,135
Cucumber(Local),2023-06-15,Kg,68,94,81
Apple(Jholey),2023-06-15,Kg,160,298,229
Banana,2023-06-15,Dozen,104,162,133
Pomegranate,2023-06-15,Kg,287,423,355
Orange(Nepali),2023-06-15,Kg,80,134,107
Papaya(Indian),2023-06-15,Kg,81,121,101
Tomato Big(Nepali),2023-06-16,Kg,41,65,53
Tomato Small(Local),2023-06-16,Kg,33,53,43
Potato Red,2023-06-16,Kg,55,73,64
Potato White,2023-06-16,Kg,42,57,49
Onion Dry (Indian),2023-06-16,Kg,61,90,75
Carrot(Local),2023-06-16,Kg,85,119,102
Cabbage(Local),2023-06-16,Kg,32,51,41
Cauliflower Local,2023-06-16,Kg,56,80,68
Raddish White(Local),2023-06-16,Kg,19,36,27
Brinjal Long,2023-06-16,Kg,51,74,62
Cow pea(Long),2023-06-16,Kg,80,112,96
Green Peas,2023-06-16,Kg,115,155,135
French Bean(Local),2023-06-16,Kg,63,87,75
Bitter Gourd,2023-06-16,Kg,90,123,106
Bottle Gourd,2023-06-16,Kg,43,60,51
Pointed Gourd(Local),2023-06-16,Kg,66,102,84
Snake Gourd,2023-06-16,Kg,55,74,64
Sponge Gourd,2023-06-16,Kg,65,95,80
Pumpkin,2023-06-16,Kg,39,53,46
Squash(Long),2023-06-16,Kg,44,66,55
Okra,2023-06-16,Kg,75,104,89
Arum,2023-06-16,Kg,68,91,79
Barela,2023-06-16,Kg,41,58,49
Radish Red,2023-06-16,Kg,32,53,42
Mushroom(Button),2023-06-16,Kg,384,527,455
Mushroom(Kanya),2023-06-16,Kg,152,201,176
Spinach Leaf,2023-06-16,Kg,99,130,114
Mustard Leaf,2023-06-16,Kg,42,65,53
Coriander,2023-06-16,Kg,172,257,214
Garlic Dry Nepali,2023-06-16,Kg,194,309,251
Garlic Dry Chinese,2023-06-16,Kg,263,365,314
Ginger,2023-06-16,Kg,166,260,213
Chilly Green,2023-06-16,Kg,79,123,101
Capsicum,2023-06-16,Kg,97,142,119
Cucumber(Local),2023-06-16,Kg,67,93,80
Apple(Jholey),2023-06-16,Kg,164,269,216
Banana,2023-06-16,Dozen,95,147,121
Pomegranate,2023-06-16,Kg,254,365,309
Orange(Nepali),2023-06-16,Kg,90,144,117
Papaya(Indian),2023-06-16,Kg,81,127,104
Tomato Big(Nepali),2023-06-17,Kg,38,69,53
Tomato Small(Local),2023-06-17,Kg,31,53,42
Potato Red,2023-06-17,Kg,54,71,62
Potato White,2023-06-17,Kg,44,59,51
Onion Dry (Indian),2023-06-17,Kg,62,97,79
Carrot(Local),2023-06-17,Kg,83,128,105
Cabbage(Local),2023-06-17,Kg,30,51,40
Cauliflower Local,2023-06-17,Kg,54,84,69
Raddish White(Local),2023-06-17,Kg,21,38,29
Brinjal Long,2023-06-17,Kg,51,65,58
Cow pea(Long),2023-06-17,Kg,77,101,89
Green Peas,2023-06-17,Kg,120,167,143
French Bean(Local),2023-06-17,Kg,60,95,77
Bitter Gourd,2023-06-17,Kg,80,144,112
Bottle Gourd,2023-06-17,Kg,42,65,53
Pointed Gourd(Local),2023-06-17,Kg,63,105,84
Snake Gourd,2023-06-17,Kg,47,77,62
Sponge Gourd,2023-06-17,Kg,67,98,82
Pumpkin,2023-06-17,Kg,34,52,43
Squash(Long),2023-06-17,Kg,44,63,53
Okra,2023-06-17,Kg,72,98,85
Arum,2023-06-17,Kg,64,88,76
Barela,2023-06-17,Kg,38,66,52
Radish Red,2023-06-17,Kg,29,52,40
Mushroom(Button),2023-06-17,Kg,373,487,430
Mushroom(Kanya),2023-06-17,Kg,162,227,194
Spinach Leaf,2023-06-17,Kg,96,125,110
Mustard Leaf,2023-06-17,Kg,44,65,54
Coriander,2023-06-17,Kg,156,284,220
Garlic Dry Nepali,2023-06-17,Kg,197,281,239
Garlic Dry Chinese,2023-06-17,Kg,241,322,281
Ginger,2023-06-17,Kg,156,222,189
Chilly Green,2023-06-17,Kg,81,140,110
Capsicum,2023-06-17,Kg,102,161,131
Cucumber(Local),2023-06-17,Kg,68,94,81
Apple(Jholey),2023-06-17,Kg,155,260,207
Banana,2023-06-17,Dozen,99,142,120
Pomegranate,2023-06-17,Kg,246,364,305
Orange(Nepali),2023-06-17,Kg,82,148,115
Papaya(Indian),2023-06-17,Kg,86,110,98
Tomato Big(Nepali),2023-06-18,Kg,45,62,53
Tomato Small(Local),2023-06-18,Kg,30,58,44
Potato Red,2023-06-18,Kg,52,71,61
Potato White,2023-06-18,Kg,40,65,52
Onion Dry (Indian),2023-06-18,Kg,61,91,76
Carrot(Local),2023-06-18,Kg,79,112,95
Cabbage(Local),2023-06-18,Kg,33,51,42
Cauliflower Local,2023-06-18,Kg,51,95,73
Raddish White(Local),2023-06-18,Kg,20,37,28
Brinjal Long,2023-06-18,Kg,42,76,59
Cow pea(Long),2023-06-18,Kg,73,104,88
Green Peas,2023-06-18,Kg,122,151,136
French Bean(Local),2023-06-18,Kg,57,90,73
Bitter Gourd,2023-06-18,Kg,89,136,112
Bottle Gourd,2023-06-18,Kg,43,68,55
Pointed Gourd(Local),2023-06-18,Kg,68,91,79
Snake Gourd,2023-06-18,Kg,50,79,64
Sponge Gourd,2023-06-18,Kg,68,99,83
Pumpkin,2023-06-18,Kg,39,52,45
Squash(Long),2023-06-18,Kg,39,68,53
Okra,2023-06-18,Kg,80,98,89
Arum,2023-06-18,Kg,66,82,74
Barela,2023-06-18,Kg,38,54,46
Radish Red,2023-06-18,Kg,31,44,37
Mushroom(Button),2023-06-18,Kg,376,486,431
Mushroom(Kanya),2023-06-18,Kg,167,240,203
Spinach Leaf,2023-06-18,Kg,101,120,110
Mustard Leaf,2023-06-18,Kg,38,71,54
Coriander,2023-06-18,Kg,156,263,209
Garlic Dry Nepali,2023-06-18,Kg,206,318,262
Garlic Dry Chinese,2023-06-18,Kg,247,332,289
Ginger,2023-06-18,Kg,156,225,190
Chilly Green,2023-06-18,Kg,86,122,104
Capsicum,2023-06-18,Kg,99,140,119
Cucumber(Local),2023-06-18,Kg,63,100,81
Apple(Jholey),2023-06-18,Kg,162,282,222
Banana,2023-06-18,Dozen,103,167,135
Pomegranate,2023-06-18,Kg,277,378,327
Orange(Nepali),2023-06-18,Kg,91,135,113
Papaya(Indian),2023-06-18,Kg,83,126,104
Tomato Big(Nepali),2023-06-19,Kg,42,68,55
Tomato Small(Local),2023-06-19,Kg,31,52,41
Potato Red,2023-06-19,Kg,49,70,59
Potato White,2023-06-19,Kg,37,57,47
Onion Dry (Indian),2023-06-19,Kg,58,91,74
Carrot(Local),2023-06-19,Kg,84,127,105
Cabbage(Local),2023-06-19,Kg,33,45,39
Cauliflower Local,2023-06-19,Kg,52,95,73
Raddish White(Local),2023-06-19,Kg,19,36,27
Brinjal Long,2023-06-19,Kg,46,73,59
Cow pea(Long),2023-06-19,Kg,71,112,91
Green Peas,2023-06-19,Kg,120,148,134
French Bean(Local),2023-06-19,Kg,64,97,80
Bitter Gourd,2023-06-19,Kg,84,131,107
Bottle Gourd,2023-06-19,Kg,39,64,51
Pointed Gourd(Local),2023-06-19,Kg,66,103,84
Snake Gourd,2023-06-19,Kg,50,72,61
Sponge Gourd,2023-06-19,Kg,66,89,77
Pumpkin,2023-06-19,Kg,38,50,44
Squash(Long),2023-06-19,Kg,41,62,51
Okra,2023-06-19,Kg,74,101,87
Arum,2023-06-19,Kg,58,88,73
Barela,2023-06-19,Kg,39,63,51
Radish Red,2023-06-19,Kg,34,48,41
Mushroom(Button),2023-06-19,Kg,383,465,424
Mushroom(Kanya),2023-06-19,Kg,160,229,194
Spinach Leaf,2023-06-19,Kg,97,127,112
Mustard Leaf,2023-06-19,Kg,42,69,55
Coriander,2023-06-19,Kg,147,288,217
Garlic Dry Nepali,2023-06-19,Kg,223,294,258
Garlic Dry Chinese,2023-06-19,Kg,264,318,291
Ginger,2023-06-19,Kg,164,218,191
Chilly Green,2023-06-19,Kg,87,128,107
Capsicum,2023-06-19,Kg,95,153,124
Cucumber(Local),2023-06-19,Kg,64,94,79
Apple(Jholey),2023-06-19,Kg,155,281,218
Banana,2023-06-19,Dozen,110,139,124
Pomegranate,2023-06-19,Kg,234,356,295
Orange(Nepali),2023-06-19,Kg,79,137,108
Papaya(Indian),2023-06-19,Kg,78,121,99
Tomato Big(Nepali),2023-06-20,Kg,40,65,52
Tomato Small(Local),2023-06-20,Kg,32,58,45
Potato Red,2023-06-20,Kg,53,78,65
Potato White,2023-06-20,Kg,40,55,47
Onion Dry (Indian),2023-06-20,Kg,63,93,78
Carrot(Local),2023-06-20,Kg,90,128,109
Cabbage(Local),2023-06-20,Kg,30,50,40
Cauliflower Local,2023-06-20,Kg,50,90,70
Raddish White(Local),2023-06-20,Kg,19,36,27
Brinjal Long,2023-06-20,Kg,42,75,58
Cow pea(Long),2023-06-20,Kg,79,114,96
Green Peas,2023-06-20,Kg,126,166,146
French Bean(Local),2023-06-20,Kg,60,93,76
Bitter Gourd,2023-06-20,Kg,88,128,108
Bottle Gourd,2023-06-20,Kg,42,60,51
Pointed Gourd(Local),2023-06-20,Kg,60,94,77
Snake Gourd,2023-06-20,Kg,49,71,60
Sponge Gourd,2023-06-20,Kg,58,93,75
Pumpkin,2023-06-20,Kg,34,53,43
Squash(Long),2023-06-20,Kg,38,68,53
Okra,2023-06-20,Kg,73,105,89
Arum,2023-06-20,Kg,57,87,72
Barela,2023-06-20,Kg,40,63,51
Radish Red,2023-06-20,Kg,33,49,41
Mushroom(Button),2023-06-20,Kg,364,488,426
Mushroom(Kanya),2023-06-20,Kg,156,229,192
Spinach Leaf,2023-06-20,Kg,89,127,108
Mustard Leaf,2023-06-20,Kg,38,60,49
Coriander,2023-06-20,Kg,142,274,208
Garlic Dry Nepali,2023-06-20,Kg,221,290,255
Garlic Dry Chinese,2023-06-20,Kg,240,330,285
Ginger,2023-06-20,Kg,168,245,206
Chilly Green,2023-06-20,Kg,88,128,108
Capsicum,2023-06-20,Kg,107,163,135
Cucumber(Local),2023-06-20,Kg,67,95,81
Apple(Jholey),2023-06-20,Kg,149,291,220
Banana,2023-06-20,Dozen,95,138,116
Pomegranate,2023-06-20,Kg,252,418,335
Orange(Nepali),2023-06-20,Kg,76,137,106
Papaya(Indian),2023-06-20,Kg,78,117,97
Tomato Big(Nepali),2023-06-21,Kg,38,60,49
Tomato Small(Local),2023-06-21,Kg,32,53,42
Potato Red,2023-06-21,Kg,53,81,67
Potato White,2023-06-21,Kg,43,65,54
Onion Dry (Indian),2023-06-21,Kg,60,102,81
Carrot(Local),2023-06-21,Kg,89,121,105
Cabbage(Local),2023-06-21,Kg,32,46,39
Cauliflower Local,2023-06-21,Kg,52,79,65
Raddish White(Local),2023-06-21,Kg,22,40,31
Brinjal Long,2023-06-21,Kg,45,68,56
Cow pea(Long),2023-06-21,Kg,75,116,95
Green Peas,2023-06-21,Kg,120,175,147
French Bean(Local),2023-06-21,Kg,65,86,75
Bitter Gourd,2023-06-21,Kg,84,122,103
Bottle Gourd,2023-06-21,Kg,38,59,48
Pointed Gourd(Local),2023-06-21,Kg,67,98,82
Snake Gourd,2023-06-21,Kg,51,82,66
Sponge Gourd,2023-06-21,Kg,60,91,75
Pumpkin,2023-06-21,Kg,36,55,45
Squash(Long),2023-06-21,Kg,39,63,51
Okra,2023-06-21,Kg,79,90,84
Arum,2023-06-21,Kg,66,80,73
Barela,2023-06-21,Kg,44,60,52
Radish Red,2023-06-21,Kg,28,48,38
Mushroom(Button),2023-06-21,Kg,373,459,416
Mushroom(Kanya),2023-06-21,Kg,152,213,182
Spinach Leaf,2023-06-21,Kg,102,140,121
Mustard Leaf,2023-06-21,Kg,45,59,52
Coriander,2023-06-21,Kg,159,292,225
Garlic Dry Nepali,2023-06-21,Kg,210,318,264
Garlic Dry Chinese,2023-06-21,Kg,239,350,294
Ginger,2023-06-21,Kg,166,227,196
Chilly Green,2023-06-21,Kg,80,137,108
Capsicum,2023-06-21,Kg,105,143,124
Cucumber(Local),2023-06-21,Kg,59,101,80
Apple(Jholey),2023-06-21,Kg,143,286,214
Banana,2023-06-21,Dozen,103,138,120
Pomegranate,2023-06-21,Kg,249,372,310
Orange(Nepali),2023-06-21,Kg,77,134,105
Papaya(Indian),2023-06-21,Kg,79,129,104
Tomato Big(Nepali),2023-06-22,Kg,42,66,54
Tomato Small(Local),2023-06-22,Kg,29,51,40
Potato Red,2023-06-22,Kg,51,71,61
Potato White,2023-06-22,Kg,41,56,48
Onion Dry (Indian),2023-06-22,Kg,60,90,75
Carrot(Local),2023-06-22,Kg,79,118,98
Cabbage(Local),2023-06-22,Kg,31,53,42
Cauliflower Local,2023-06-22,Kg,51,86,68
Raddish White(Local),2023-06-22,Kg,19,38,28
Brinjal Long,2023-06-22,Kg,46,63,54
Cow pea(Long),2023-06-22,Kg,67,102,84
Green Peas,2023-06-22,Kg,124,170,147
French Bean(Local),2023-06-22,Kg,56,95,75
Bitter Gourd,2023-06-22,Kg,74,128,101
Bottle Gourd,2023-06-22,Kg,40,66,53
Pointed Gourd(Local),2023-06-22,Kg,57,91,74
Snake Gourd,2023-06-22,Kg,52,71,61
Sponge Gourd,2023-06-22,Kg,57,98,77
Pumpkin,2023-06-22,Kg,37,58,47
Squash(Long),2023-06-22,Kg,38,65,51
Okra,2023-06-22,Kg,77,96,86
Arum,2023-06-22,Kg,63,92,77
Barela,2023-06-22,Kg,39,59,49
Radish Red,2023-06-22,Kg,30,50,40
Mushroom(Button),2023-06-22,Kg,360,443,401
Mushroom(Kanya),2023-06-22,Kg,144,197,170
Spinach Leaf,2023-06-22,Kg,92,137,114
Mustard Leaf,2023-06-22,Kg,40,68,54
Coriander,2023-06-22,Kg,160,272,216
Garlic Dry Nepali,2023-06-22,Kg,210,314,262
Garlic Dry Chinese,2023-06-22,Kg,267,345,306
Ginger,2023-06-22,Kg,153,255,204
Chilly Green,2023-06-22,Kg,75,124,99
Capsicum,2023-06-22,Kg,107,163,135
Cucumber(Local),2023-06-22,Kg,63,103,83
Apple(Jholey),2023-06-22,Kg,159,252,205
Banana,2023-06-22,Dozen,96,153,124
Pomegranate,2023-06-22,Kg,267,391,329
Orange(Nepali),2023-06-22,Kg,89,153,121
Papaya(Indian),2023-06-22,Kg,84,110,97
Tomato Big(Nepali),2023-06-23,Kg,44,69,56
Tomato Small(Local),2023-06-23,Kg,32,55,43
Potato Red,2023-06-23,Kg,56,69,62
Potato White,2023-06-23,Kg,37,56,46
Onion Dry (Indian),2023-06-23,Kg,65,95,80
Carrot(Local),2023-06-23,Kg,76,126,101
Cabbage(Local),2023-06-23,Kg,32,46,39
Cauliflower Local,2023-06-23,Kg,54,83,68
Raddish White(Local),2023-06-23,Kg,20,39,29
Brinjal Long,2023-06-23,Kg,45,75,60
Cow pea(Long),2023-06-23,Kg,74,108,91
Green Peas,2023-06-23,Kg,125,154,139
French Bean(Local),2023-06-23,Kg,60,95,77
Bitter Gourd,2023-06-23,Kg,78,120,99
Bottle Gourd,2023-06-23,Kg,42,68,55
Pointed Gourd(Local),2023-06-23,Kg,57,99,78
Snake Gourd,2023-06-23,Kg,52,70,61
Sponge Gourd,2023-06-23,Kg,66,96,81
Pumpkin,2023-06-23,Kg,37,56,46
Squash(Long),2023-06-23,Kg,38,65,51
Okra,2023-06-23,Kg,73,93,83
Arum,2023-06-23,Kg,63,94,78
Barela,2023-06-23,Kg,37,61,49
Radish Red,2023-06-23,Kg,27,50,38
Mushroom(Button),2023-06-23,Kg,342,517,429
Mushroom(Kanya),2023-06-23,Kg,143,204,173
Spinach Leaf,2023-06-23,Kg,100,127,113
Mustard Leaf,2023-06-23,Kg,40,66,53
Coriander,2023-06-23,Kg,165,275,220
Garlic Dry Nepali,2023-06-23,Kg,199,288,243
Garlic Dry Chinese,2023-06-23,Kg,240,330,285
Ginger,2023-06-23,Kg,152,257,204
Chilly Green,2023-06-23,Kg,90,135,112
Capsicum,2023-06-23,Kg,105,144,124
Cucumber(Local),2023-06-23,Kg,61,102,81
Apple(Jholey),2023-06-23,Kg,161,268,214
Banana,2023-06-23,Dozen,112,151,131
Pomegranate,2023-06-23,Kg,236,405,320
Orange(Nepali),2023-06-23,Kg,80,135,107
Papaya(Indian),2023-06-23,Kg,85,115,100
Tomato Big(Nepali),2023-06-24,Kg,42,65,53
Tomato Small(Local),2023-06-24,Kg,31,54,42
Potato Red,2023-06-24,Kg,54,70,62
Potato White,2023-06-24,Kg,42,61,51
Onion Dry (Indian),2023-06-24,Kg,63,96,79
Carrot(Local),2023-06-24,Kg,89,125,107
Cabbage(Local),2023-06-24,Kg,29,45,37
Cauliflower Local,2023-06-24,Kg,56,80,68
Raddish White(Local),2023-06-24,Kg,19,37,28
Brinjal Long,2023-06-24,Kg,42,74,58
Cow pea(Long),2023-06-24,Kg,71,102,86
Green Peas,2023-06-24,Kg,123,147,135
French Bean(Local),2023-06-24,Kg,58,84,71
Bitter Gourd,2023-06-24,Kg,74,124,99
Bottle Gourd,2023-06-24,Kg,40,69,54
Pointed Gourd(Local),2023-06-24,Kg,63,92,77
Snake Gourd,2023-06-24,Kg,48,75,61
Sponge Gourd,2023-06-24,Kg,59,99,79
Pumpkin,2023-06-24,Kg,33,53,43
Squash(Long),2023-06-24,Kg,38,64,51
Okra,2023-06-24,Kg,72,95,83
Arum,2023-06-24,Kg,65,82,73
Barela,2023-06-24,Kg,42,58,50
Radish Red,2023-06-24,Kg,28,49,38
Mushroom(Button),2023-06-24,Kg,344,509,426
Mushroom(Kanya),2023-06-24,Kg,154,202,178
Spinach Leaf,2023-06-24,Kg,95,130,112
Mustard Leaf,2023-06-24,Kg,38,64,51
Coriander,2023-06-24,Kg,142,283,212
Garlic Dry Nepali,2023-06-24,Kg,191,296,243
Garlic Dry Chinese,2023-06-24,Kg,258,352,305
Ginger,2023-06-24,Kg,167,236,201
Chilly Green,2023-06-24,Kg,86,141,113
Capsicum,2023-06-24,Kg,98,143,120
Cucumber(Local),2023-06-24,Kg,66,101,83
Apple(Jholey),2023-06-24,Kg,139,266,202
Banana,2023-06-24,Dozen,108,145,126
Pomegranate,2023-06-24,Kg,242,364,303
Orange(Nepali),2023-06-24,Kg,87,137,112
Papaya(Indian),2023-06-24,Kg,75,127,101
Tomato Big(Nepali),2023-06-25,Kg,44,64,54
Tomato Small(Local),2023-06-25,Kg,29,50,39
Potato Red,2023-06-25,Kg,49,73,61
Potato White,2023-06-25,Kg,41,60,50
Onion Dry (Indian),2023-06-25,Kg,63,102,82
Carrot(Local),2023-06-25,Kg,84,113,98
Cabbage(Local),2023-06-25,Kg,30,51,40
Cauliflower Local,2023-06-25,Kg,53,89,71
Raddish White(Local),2023-06-25,Kg,20,36,28
Brinjal Long,2023-06-25,Kg,48,65,56
Cow pea(Long),2023-06-25,Kg,73,112,92
Green Peas,2023-06-25,Kg,127,151,139
French Bean(Local),2023-06-25,Kg,66,84,75
Bitter Gourd,2023-06-25,Kg,82,136,109
Bottle Gourd,2023-06-25,Kg,44,61,52
Pointed Gourd(Local),2023-06-25,Kg,64,94,79
Snake Gourd,2023-06-25,Kg,49,72,60
Sponge Gourd,2023-06-25,Kg,56,85,70
Pumpkin,2023-06-25,Kg,32,50,41
Squash(Long),2023-06-25,Kg,44,68,56
Okra,2023-06-25,Kg,66,92,79
Arum,2023-06-25,Kg,63,87,75
Barela,2023-06-25,Kg,41,58,49
Radish Red,2023-06-25,Kg,30,52,41
Mushroom(Button),2023-06-25,Kg,339,471,405
Mushroom(Kanya),2023-06-25,Kg,144,208,176
Spinach Leaf,2023-06-25,Kg,83,140,111
Mustard Leaf,2023-06-25,Kg,39,58,48
Coriander,2023-06-25,Kg,162,243,202
Garlic Dry Nepali,2023-06-25,Kg,189,301,245
Garlic Dry Chinese,2023-06-25,Kg,234,353,293
Ginger,2023-06-25,Kg,141,225,183
Chilly Green,2023-06-25,Kg,88,131,109
